"ISSN";"Titulo";"Area";"Estrato"
"2331-1967";"ARCHAEOLOGICAL DISCOVERY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1605-5624";"ARQUINE (MÉXICO. IMPRESA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1982-9930";"ARQUITETURISMO (SÃO PAULO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0245-5676";"ART PRESS (1980)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1981-559X";"ARTE! BRASILEIROS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1984-056X";"ARTESESC (PORTO ALEGRE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1086-7058";"ARTFORUM INTERNATIONAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2525-7099";"ARTIGOS ESTRATÉGICOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2331-8422";"ARXIV E-PRINT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1938-7261";"ASSISTIVE TECHNOLOGY OUTCOMES AND BENEFITS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1050-3390";"ASTRONOMICAL SOCIETY OF THE PACIFIC CONFERENCE SERIES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2241-2891";"ATINER'S CONFERENCE PAPER SERIES, NO: ART2012-0216";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1809-5720";"ATITUDE (PORTO ALEGRE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0102-8979";"AU. ARQUITETURA E URBANISMO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2525-4006";"AURORA. REVISTA DA SEMANA DO PATRIMÔNIO CULTURAL DE PERNAMBUCO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2184-0520";"AVANCA | CINEMA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0006-0089";"BETTER CROPS WITH PLANT FOOD";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2331-8325";"BIO-PROTOCOL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1518-1812";"BIS. BOLETIM DO INSTITUTO DE SAÚDE (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2318-6968";"BLUCHER DESIGN PROCEEDINGS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2358-6567";"BLUCHER PHILOSOPHY PROCEEDING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1516-1781";"BOLETIM DA COMISSÃO MARANHENSE DE FOLCLORE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1518-160X";"BOLETIM DA SOBRAPO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1983-1072";"BOLETIM DA SOCIEDADE BRASILEIRA DE ECONOMIA ECOLÓGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2177-4463";"BOLETIM DATALUTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2176-9915";"BOLETIM DE ECONOMIA E POLÍTICA INTERNACIONAL (IPEA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2237-6801";"BOLETIM DE EXTENSÃO E CULTURA ? CEC/UFG/CAC";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1980-024X";"BOLETIM DE INICIAÇÃO CIENTÍFICA EM MATEMÁTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1981-5697";"BOLETIM DE PESQUISA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1983-0483";"BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA AMAZÔNIA ORIENTAL. ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1676-918X";"BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA CERRADOS)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1809-5003";"BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA MANDIOCA E FRUTICULTURA TROPICAL. ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1677-891X";"BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA PECUÁRIA SUDESTE. IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1808-9968";"BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA SEMI-ÁRIDO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0101-0484";"BOLETIM DO MUSEU DO ÍNDIO. DOCUMENTAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2358-9450";"BOLETIM EPIDEMIOLÓGICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1679-1355";"BOLETIM INFOPETRO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1808-0812";"BOLETIM INFORMATIVO (SOCIEDADE BRASILEIRA DE ZOOLOGIA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1981-6731";"BOLETIM NEIT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2595-3338";"BOLETIM RONDÔNIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1981-5786";"BOLETIM TÉCNICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0103-1767";"BOLETIM TÉCNICO (INSTITUTO DE PESCA. IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1518-9082";"BOLETIM TÉCNICO DA FACULDADE DE TECNOLOGIA DE SÃO PAULO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2176-7173";"BOLETIM TÉCNICO DA FUNDAÇÃO CASA DE CULTURA DE MARABÁ";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2522-7025";"BOOK OF ABSTRACT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2317-1707";"BOOK OF ABSTRACTS- WORLD CONGRESS ON COMMUNICATION AND ARTS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2045-5755";"BOOK REVIEW SERIES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0103-9288";"BRASIL EM NÚMEROS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2316-820X";"BRASÍLIA EM DEBATE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1414-980X";"BRAVO! (SÃO PAULO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0870-7618";"BROTÉRIA: CRISTIANISMO E CULTURA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2357-8572";"CADERNO (GLOBO COMUNICAÇÃO E PARTICIPAÇÕES)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-1048";"CADERNO DE RESUMOS (SIMPÓSIO DE PÓS-GRADUAÇÃO LATO SENSU - LETRAS - UFF)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2177-4072";"CADERNO DE TEXTOS COMPLETOS DO I SENAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2525-5533";"CADERNO SISTERHOOD";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1519-583X";"CADERNO SUSTENTAR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1806-7328";"CADERNOS DA ESTEF";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2446-5275";"CADERNOS DE ENERGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1806-8944";"CADERNOS DE FINANÇAS PÚBLICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1980-0339";"CADERNOS DE HISTÓRIA (UFOP. MARIANA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2318-5392";"CADERNOS DE INOVAÇÃO EM PEQUENOS NEGÓCIOS: INDÚSTRIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2238-9334";"CADERNOS DE REGISTRO MACU";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2237-289X";"CADERNOS DO NEFI";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1807-9318";"CADERNOS DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES VISUAIS DA ESCOLA DE BELAS ARTES DA UNIVERSIDADE NP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1679-0316";"CADERNOS IHU IDÉIAS (UNISINOS)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2236-2797";"CADERNOS IME (SÉRIE MATEMÁTICA, VERSÃO ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1413-9030";"CADERNOS IME. SÉRIE MATEMÁTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2446-7650";"CADERNOS TEOLOGIA PÚBLICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1807-0590";"CADERNOS TEOLOGIA PÚBLICA (UNISINOS)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1678-3638";"CADERNOS THEMIS: GÊNERO E DIREITO (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1677-860X";"CAMINHANDO COM O ITEPA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1066-7814";"CANADIAN JOURNAL OF APPLIED PHYSIOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2526-494X";"CANGURU";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1414-221X";"CAROS AMIGOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0101-4315";"CARTA MENSAL - CONSELHO TÉCNICO DA CONFEDERAÇÃO NACIONAL DO COMÉRCIO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1980-5144";"CARTA SOCIAL E DO TRABALHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2357-7487";"CARTOGRAFIAS.MITSP - REVISTA DE ARTES CÊNICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1519-4787";"CBCIMAT - CONGRESSO BRASILEIRO DE ENGENHARIA E CIÊNCIA DOS MATERIAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1982-0941";"CD-ROM DO 8º COLÓQUIO DE MODA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1519-728X";"CESUR EM REVISTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1088-7105";"CHELONIAN RESEARCH MONOGRAPHS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1679-6756";"CIBERCULTURA (ITAÚ CULTURAL)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1809-2888";"CIBERTEOLOGIA: REVISTA DE TEOLOGIA E CULTURA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2319-0574";"CIÊNCIAS DO TRABALHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1647-0893";"CIES E-WORKING PAPERS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0010-4043";"CIES NEWSLETTER";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1983-0343";"CINÉTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2526-1169";"CLARINETA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2572-7656";"CLINICAL PHARMACOLOGY AND TRANSLATIONAL MEDICINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2447-2654";"COISAS DO GÊNERO: REVISTA DE ESTUDOS FEMINISTAS EM GÊNERO E RELIGIÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1984-6002";"COLEÇÃO TEXTOS FCC (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1021-5212";"COLLECTIVE VOLUME OF SCIENTIFIC PAPERS - INTERNATIONAL COMMISSION FOR THE CONSERVATION OF NP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2448-2722";"COLLOQUIUM: REVISTA MULTIDISCIPLINAR DE TEOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-5493";"COLÓQUIO DO MUSEU PEDAGÓGICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1809-2748";"COLÓQUIO DO POLO DE PESQUISA SOBRE RELAÇÕES LUSO-BRASILEIRAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1756-0098";"COMMODITIES OF EMPIRE WORKING PAPER (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1570-7946";"COMPUTER-AIDED CHEMICAL ENGINEERING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0719-1405";"COMUNICACIONES EN HUMANIDADES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1517-4786";"COMUNICADO TÉCNICO (EMBRAPA INSTRUMENTAÇÃO AGROPECUÁRIA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1981-7231";"COMUNICADO TÉCNICO (EMBRAPA PANTANAL. ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1679-9259";"CONASEMS (BRASÍLIA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1437-9023";"CONCRETE PLANT INTERNATIONAL (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1679-9232";"CONECTIVA (UNIVAS)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1676-661X";"CONFLITOS NO CAMPO BRASIL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2447-8695";"CONGRESSO DE PESQUISA, ENSINO E EXTENSÃO - CONPEEX";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1984-0101";"CONHECIMENTO PRÁTICO GEOGRAFIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2369-2685";"CONSENSUS (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2448-1041";"CONTECSI USP - INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGY MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1957-1518";"CONTINUUM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1480-1752";"CONTROL AND INTELLIGENT SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1984-7335";"CORREIO DAS ARTES.";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1808-351X";"CORTE E CONFORMAÇÃO DE METAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2446-5712";"CREATIVIDADE - REVISTA DA CULTURA RELIGIOSA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1749-8457";"CRITICA (LONDON)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0210-0630";"CUADERNOS DE PEDAGOGÍA (ED. IMPRESA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0011-250X";"CUADERNOS HISPANOAMERICANOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1983-9235";"DASARTES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2352-3409";"DATA IN BRIEF";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2236-2711";"DAVAR POLISSÊMICA: REVISTA DE TEOLOGIA E ESTUDOS AFINS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2594-0937";"DEBATES SOBRE INNOVACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2414-4444";"DÉJÀ LU";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2520-5927";"DIÁLOGOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2238-1686";"DICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2595-7198";"DIGORESTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2115-256X";"DIPLOMATIE. LES GRANDS DOSSIERS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1594-8528";"DISEGNO INDUSTRIALE INDUSTRIAL DESIGN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1517-8498";"DOCUMENTOS - EMBRAPA AGROBIOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1516-4691";"DOCUMENTOS - EMBRAPA MEIO AMBIENTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1516-8840";"DOCUMENTOS (EMBRAPA CLIMA TEMPERADO. IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1983-974X";"DOCUMENTOS (EMBRAPA GADO DE CORTE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2318-1400";"DOCUMENTOS / EMBRAPA PESCA E AQUICULTURA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1517-5111";"DOCUMENTOS. EMBRAPA CERRADOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0103-5630";"DOCUMENTOS-INSTITUTO ANCHIETANO DE PESQUISAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1980-8380";"DOM / REVISTA DA FUNDAÇÃO DOM CABRAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0012-5377";"DOMUS (MILANO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-6716";"DROPS (SÃO PAULO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2267-1242";"E3S WEB OS CONFERENCES (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"9788-5910";"E-BOOK";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2446-9297";"ECONOMISTAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1415-5486";"EDUCAÇÃO (SÃO PAULO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1678-0701";"EDUCAÇÃO AMBIENTAL EM AÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2176-7203";"EDUCAÇÃO, CIÊNCIA E CULTURA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1983-2540";"EDUCAÇÃO, ESCOLA E SOCIEDADE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0012-9712";"EKONOMIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0122-0802";"EL COLOMBIANO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0100-2104";"ELETRICIDADE MODERNA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1806-1877";"ELETROEVOLUÇÃO (RIO DE JANEIRO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2359-1854";"EMBRAPA PESCA E AQUICULTURA. CIRCULAR TÉCNICA.";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2318-9703";"EMECÊ. BOLETIM DO NÚCLEO DE PESQUISA MARQUES DA COSTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2177-2576";"ENANPAD - ENCONTRO DA ANPAD";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-8875";"ENCONTRO NACIONAL DA ANPEGE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2316-5219";"ENCONTRO NACIONAL DE HISTÓRIA ORAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1476-9506";"ENCYCLOPEDIA OF LIFE SCIENCES (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1753-2809";"ENDO (NEW MALDEN. PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0103-992X";"ENGENHARIA (FORTALEZA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-6708";"ENTREVISTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2324-9250";"EOS TRANSACTIONS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2100-014X";"EPJ WEB OF CONFERENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2518-0991";"ERCOFTAC BULLETIN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2176-8498";"ETIC - ENCONTRO DE INICIAÇÃO CIENTÍFICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1951-6355";"EUR. PHYS. J. SPECIAL TOPICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2190-5444";"EUROPEAN PHYSICAL JOURNAL PLUS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1519-7069";"EXPRESSÃO (GUAXUPÉ)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0393-3687";"FAMILIA ET VITA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0972-0960";"FAR EAST JOURNAL OF APPLIED MATHEMATICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0972-0871";"FAR EAST JOURNAL OF MATHEMATICAL SCIENCES: FJMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1995-1949";"FE Y PUEBLO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2177-6547";"FEIRA DE CIÊNCIAS E CULTURA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2526-8309";"FILOSOFIA DE DUNAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0254-8453";"FLORA DEL PARAGUAY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1414-5723";"FOLHA DE S. PAULO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1808-0715";"FONTE (BELO HORIZONTE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1851-5606";"FOROALFA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0939-4435";"FRUIT PROCESSING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2477-9202";"FUERA DE CAMPO - REVISTA DE CINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2385-2291";"FUOCO AMICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2595-7775";"GESTUS CADERNOS DE ADMINISTRAÇÃO E GESTÃO PÚBLICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1806-8979";"GV EXECUTIVO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2237-4639";"GV NOVOS NEGÓCIOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2359-5124";"HOMENS DO MATO - REVISTA CIENTÍFICA DE PESQUISA EM SEGURANÇA PÚBLICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1808-3064";"HORIZONTE CIENTÍFICO (UBERLÂNDIA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1415-8868";"HSM MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1464-5653";"HUMAN ECOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1837-2104";"IARTEM E-JOURNAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2007-2716";"IDEAS @ CONCYTEG";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1350-2360";"IEE PROCEEDINGS. GENERATION, TRANSMISSION & DISTRIBUTION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0278-0097";"IEEE TECHNOLOGY & SOCIETY MAGAZINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2405-8963";"IFAC-PAPERSONLINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
